Rank,Event ID,Raw Score,Final Score,Event Type,Price ($),Distance (km),Date/Time,description,location,source,type,currencyCode,url
547,757,24.0,24.0,workshop,36.61,42.48,2024-11-26 17:30:54.180165,,"-66.490788, 24.445633",MockSource,Workshops,USD,https://placeholder.url
573,958,24.0,24.0,sport,242.17,46.29,2024-12-21 17:00:54.184153,,"38.706871, -112.979313",MockSource,Sports,USD,https://placeholder.url
562,615,24.0,24.0,charity,12.01,72.23,2024-11-25 21:30:54.178154,,"-15.667639, -64.978428",MockSource,Charity,USD,https://placeholder.url
559,830,24.0,24.0,sport,120.65,24.8,2024-12-07 12:30:54.182140,,"-25.776001, 20.977834",MockSource,Sports,USD,https://placeholder.url
568,542,24.0,24.0,holiday,43.71,58.18,2024-11-27 17:45:54.176103,,"62.057161, -128.811066",MockSource,Holiday,USD,https://placeholder.url
566,897,24.0,24.0,charity,20.74,20.07,2024-11-25 17:45:54.183144,,"-12.331489, -157.454635",MockSource,Charity,USD,https://placeholder.url
552,416,24.0,24.0,workshop,23.45,65.31,2024-11-27 17:15:54.174103,,"40.352896, 38.53133",MockSource,Workshops,USD,https://placeholder.url
555,422,24.0,24.0,sport,166.91,86.27,2024-12-12 09:15:54.174103,,"-70.743106, 57.784073",MockSource,Sports,USD,https://placeholder.url
553,417,24.0,24.0,conference,363.2,15.2,2024-11-26 18:00:54.174103,,"22.615385, -86.833831",MockSource,Conferences,USD,https://placeholder.url
545,390,24.0,24.0,festival,70.24,39.72,2024-11-26 15:30:54.173103,,"39.7416, 81.591193",MockSource,Festivals,USD,https://placeholder.url
550,120,24.0,24.0,pet,47.9,19.43,2024-11-27 17:00:54.169103,,"16.653196, 87.330878",MockSource,Pets,USD,https://placeholder.url
571,493,24.0,24.0,virtual,5.74,32.93,2024-11-27 17:30:54.175103,,"29.010029, 22.277465",MockSource,Virtual,USD,https://placeholder.url
538,205,24.0,24.0,virtual,7.37,70.51,2024-11-28 16:00:54.171103,,"57.104709, -105.183982",MockSource,Virtual,USD,https://placeholder.url
548,55,24.0,24.0,film,19.74,48.28,2024-11-28 18:45:54.168103,,"39.037343, -102.794787",MockSource,Film,USD,https://placeholder.url
558,826,24.0,24.0,film,26.48,82.89,2024-11-28 08:00:54.182140,,"38.024737, 10.394186",MockSource,Film,USD,https://placeholder.url
544,113,24.0,24.0,sport,199.31,12.85,2024-12-11 16:00:54.169103,,"-58.290778, -66.949424",MockSource,Sports,USD,https://placeholder.url
574,109,24.0,24.0,wellne,65.61,26.48,2024-11-26 17:15:54.169103,,"-80.408177, 149.645216",MockSource,Wellness,USD,https://placeholder.url
536,201,24.0,24.0,sport,238.35,42.23,2024-12-08 22:45:54.170103,,"-52.692249, 167.524393",MockSource,Sports,USD,https://placeholder.url
561,245,24.0,24.0,theater,62.55,16.19,2024-11-26 23:45:54.171103,,"-50.032457, -159.76848",MockSource,Theater,USD,https://placeholder.url
541,702,24.0,24.0,charity,2.35,45.58,2024-11-28 19:15:54.179186,,"-17.368315, 150.33818",MockSource,Charity,USD,https://placeholder.url
540,366,24.0,24.0,pet,3.4,92.84,2024-11-28 09:00:54.173103,,"21.142585, 78.230117",MockSource,Pets,USD,https://placeholder.url
539,527,24.0,24.0,wellne,51.16,73.92,2024-11-26 17:15:54.176103,,"-89.330513, 6.356904",MockSource,Wellness,USD,https://placeholder.url
543,165,24.0,24.0,charity,24.0,51.89,2024-11-26 15:30:54.170103,,"81.54757, 105.546019",MockSource,Charity,USD,https://placeholder.url
532,166,24.0,24.0,festival,63.64,61.34,2024-11-27 15:45:54.170103,,"-30.739254, 13.24974",MockSource,Festivals,USD,https://placeholder.url
542,559,24.0,24.0,charity,33.28,95.79,2024-11-28 12:15:54.177139,,"-68.080556, -42.798953",MockSource,Charity,USD,https://placeholder.url
557,599,24.0,24.0,virtual,17.08,17.77,2024-11-27 09:30:54.177139,,"87.146592, 52.920535",MockSource,Virtual,USD,https://placeholder.url
537,677,24.0,24.0,sport,156.9,12.31,2024-12-13 14:30:54.179186,,"-0.176235, 58.787588",MockSource,Sports,USD,https://placeholder.url
534,350,24.0,24.0,holiday,52.16,24.07,2024-11-26 23:00:54.173103,,"-39.294261, 143.929585",MockSource,Holiday,USD,https://placeholder.url
564,875,24.0,24.0,charity,5.68,54.36,2024-11-25 16:00:54.182140,,"-20.628653, 118.161683",MockSource,Charity,USD,https://placeholder.url
563,873,24.0,24.0,wellne,56.09,49.53,2024-11-27 22:45:54.182140,,"-48.292716, 75.178244",MockSource,Wellness,USD,https://placeholder.url
575,496,23.804013497517364,23.804013497517364,theater,133.73,73.78,2024-11-30 22:45:54.175103,,"-67.343055, -53.492745",MockSource,Theater,USD,https://placeholder.url
576,778,23.788118748819446,23.788118748819446,science,45.92,34.15,2024-12-05 11:45:54.181180,,"-79.337029, -171.665011",MockSource,Science,USD,https://placeholder.url
577,639,23.75,23.75,conference,398.76,1.04,2024-12-11 15:15:54.178154,,"-81.846665, -81.459033",MockSource,Conferences,USD,https://placeholder.url
578,575,23.722493847038194,23.722493847038194,gaming,27.88,28.3,2024-12-05 12:30:54.177139,,"66.16191, 33.583709",MockSource,Gaming,USD,https://placeholder.url
579,689,23.471645139947917,23.471645139947917,science,84.42,92.81,2024-12-06 09:15:54.179186,,"-55.940001, -85.346531",MockSource,Science,USD,https://placeholder.url
580,345,23.241243945135416,23.241243945135416,community,15.6,73.0,2024-12-05 18:00:54.173103,,"-81.114707, -107.693964",MockSource,Community,USD,https://placeholder.url
581,260,23.15374399374653,23.15374399374653,community,0.03,63.39,2024-12-05 19:00:54.171103,,"52.276435, -68.890017",MockSource,Community,USD,https://placeholder.url
582,307,22.848,22.848,networking,132.35,57.51,2024-11-23 15:15:54.172103,,"-42.606157, 176.603413",MockSource,Networking,USD,https://placeholder.url
583,420,22.768,22.768,networking,115.89,19.31,2024-11-23 15:30:54.174103,,"-76.528301, 3.920673",MockSource,Networking,USD,https://placeholder.url
584,243,22.663388566961807,22.663388566961807,music,123.08,15.15,2024-12-01 17:00:54.171103,,"43.721658, 117.084005",MockSource,Music,USD,https://placeholder.url
585,265,22.639747111332806,22.639747111332806,workshop,37.88,8.41,2024-12-03 22:45:54.171103,,"-61.338761, 147.242175",MockSource,Workshops,USD,https://placeholder.url
587,367,22.5,22.5,sport,77.76,38.45,2024-12-18 20:45:54.173103,,"31.216651, -134.595242",MockSource,Sports,USD,https://placeholder.url
586,700,22.5,22.5,science,89.91,82.46,2024-12-14 22:15:54.179186,,"3.764386, 126.850911",MockSource,Science,USD,https://placeholder.url
588,982,21.629991031596415,21.629991031596415,theater,121.96,9.1,2024-12-05 22:45:54.184153,,"0.637885, -97.656341",MockSource,Theater,USD,https://placeholder.url
589,225,21.62249399374653,21.62249399374653,community,8.9,95.57,2024-12-06 12:30:54.171103,,"-45.729902, -49.317872",MockSource,Community,USD,https://placeholder.url
590,404,21.53071081190278,21.53071081190278,family,13.49,47.72,2024-11-28 21:00:54.174103,,"2.243007, -91.538073",MockSource,Family,USD,https://placeholder.url
591,284,21.493210839680557,21.493210839680557,workshop,41.91,63.85,2024-11-28 21:45:54.172103,,"-41.554115, 69.31998",MockSource,Workshops,USD,https://placeholder.url
592,295,21.480710839680558,21.480710839680558,workshop,42.37,24.02,2024-11-28 22:00:54.172103,,"-5.698492, -52.437882",MockSource,Workshops,USD,https://placeholder.url
593,413,21.45571081190278,21.45571081190278,outdoor,32.48,57.87,2024-11-28 22:30:54.174103,,"2.780442, -15.614441",MockSource,Outdoors,USD,https://placeholder.url
594,852,21.43071070027778,21.43071070027778,pet,1.51,11.57,2024-11-28 23:00:54.182140,,"-37.026967, -91.588095",MockSource,Pets,USD,https://placeholder.url
595,236,21.405710853569445,21.405710853569445,pet,11.85,88.92,2024-11-28 23:30:54.171103,,"-77.404805, -112.841354",MockSource,Pets,USD,https://placeholder.url
596,398,21.22588851487847,21.22588851487847,festival,176.66,24.76,2024-12-02 16:00:54.174103,,"48.125976, -41.566194",MockSource,Festivals,USD,https://placeholder.url
607,157,21.0,21.0,science,69.71,24.37,2024-12-23 15:00:54.170103,,"63.995454, 81.627333",MockSource,Science,USD,https://placeholder.url
611,7,21.0,21.0,community,16.98,56.14,2025-01-20 15:00:54.167103,,"33.97898, -150.98857",MockSource,Community,USD,https://placeholder.url
601,89,21.0,21.0,gaming,50.18,61.44,2024-12-19 19:00:54.169103,,"52.915444, -14.66845",MockSource,Gaming,USD,https://placeholder.url
614,708,21.0,21.0,gaming,42.23,11.67,2024-12-11 23:15:54.179186,,"-86.048011, 42.671443",MockSource,Gaming,USD,https://placeholder.url
613,707,21.0,21.0,gaming,53.73,36.33,2025-01-06 21:00:54.179186,,"44.532806, -70.235053",MockSource,Gaming,USD,https://placeholder.url
609,58,21.0,21.0,gaming,43.99,47.11,2024-12-16 22:45:54.168103,,"-52.285979, 149.568376",MockSource,Gaming,USD,https://placeholder.url
600,878,21.0,21.0,science,32.99,36.16,2024-12-11 23:15:54.183144,,"60.075076, -172.287479",MockSource,Science,USD,https://placeholder.url
598,687,21.0,21.0,community,18.5,57.31,2024-12-16 16:00:54.179186,,"34.373876, -68.241264",MockSource,Community,USD,https://placeholder.url
606,517,21.0,21.0,sport,57.06,31.93,2024-12-07 23:15:54.176103,,"75.256344, -38.069941",MockSource,Sports,USD,https://placeholder.url
616,378,21.0,21.0,community,10.02,48.77,2024-12-15 18:15:54.173103,,"13.21335, -36.767985",MockSource,Community,USD,https://placeholder.url
612,125,21.0,21.0,community,4.55,46.27,2024-12-09 18:00:54.169103,,"47.90563, 37.219225",MockSource,Community,USD,https://placeholder.url
618,505,21.0,21.0,community,2.92,59.94,2024-12-08 14:30:54.176103,,"61.82558, -39.581456",MockSource,Community,USD,https://placeholder.url
617,541,21.0,21.0,science,46.84,38.63,2024-12-16 18:00:54.176103,,"-52.148026, 44.925643",MockSource,Science,USD,https://placeholder.url
599,663,21.0,21.0,science,65.76,83.24,2025-01-19 19:15:54.179186,,"75.217626, 39.668248",MockSource,Science,USD,https://placeholder.url
604,552,21.0,21.0,science,40.04,21.32,2024-12-12 14:00:54.176103,,"44.340956, 47.58514",MockSource,Science,USD,https://placeholder.url
605,167,21.0,21.0,science,43.63,60.01,2024-12-11 20:45:54.170103,,"5.893052, 0.718405",MockSource,Science,USD,https://placeholder.url
608,169,21.0,21.0,gaming,30.3,19.1,2024-12-09 14:00:54.170103,,"-78.528141, 157.897189",MockSource,Gaming,USD,https://placeholder.url
603,901,21.0,21.0,sport,47.13,65.01,2024-12-17 12:00:54.183144,,"-89.283592, -172.37098",MockSource,Sports,USD,https://placeholder.url
610,176,21.0,21.0,community,9.04,90.93,2024-12-18 17:45:54.170103,,"67.284296, -50.729214",MockSource,Community,USD,https://placeholder.url
615,45,21.0,21.0,science,69.84,15.18,2024-12-08 22:15:54.168103,,"22.700153, 107.937843",MockSource,Science,USD,https://placeholder.url
602,583,21.0,21.0,gaming,15.57,41.38,2024-12-27 19:45:54.177139,,"50.763507, 46.843505",MockSource,Gaming,USD,https://placeholder.url
597,33,21.0,21.0,community,18.97,98.25,2025-01-20 13:45:54.168103,,"-45.600452, 5.207461",MockSource,Community,USD,https://placeholder.url
619,355,20.975888532239587,20.975888532239587,festival,153.21,91.05,2024-12-02 20:00:54.173103,,"-77.520404, 84.124435",MockSource,Festivals,USD,https://placeholder.url
620,887,20.903299522125003,20.903299522125003,outdoor,75.6,13.77,2024-12-01 08:00:54.183144,,"-24.76462, 19.642465",MockSource,Outdoors,USD,https://placeholder.url
621,77,20.893210881347223,20.893210881347223,virtual,21.68,37.07,2024-11-29 09:45:54.169103,,"-76.662666, -30.197288",MockSource,Virtual,USD,https://placeholder.url
622,254,20.830710853569446,20.830710853569446,workshop,11.68,71.74,2024-11-29 11:00:54.171103,,"-49.623034, 94.890053",MockSource,Workshops,USD,https://placeholder.url
623,6,20.780710909125006,20.780710909125006,pet,5.57,26.84,2024-11-29 12:00:54.167103,,"-70.706759, -109.128889",MockSource,Pets,USD,https://placeholder.url
624,835,20.693210700277778,20.693210700277778,charity,38.36,18.1,2024-11-29 13:45:54.182140,,"-61.417679, 98.212055",MockSource,Charity,USD,https://placeholder.url
625,925,20.693210686333334,20.693210686333334,family,45.24,74.86,2024-11-29 13:45:54.183144,,"-57.50515, -134.18242",MockSource,Family,USD,https://placeholder.url
626,900,20.568210686333337,20.568210686333337,workshop,19.46,50.6,2024-11-29 16:15:54.183144,,"-4.30068, -157.734227",MockSource,Workshops,USD,https://placeholder.url
627,75,20.55571089523611,20.55571089523611,pet,29.59,84.45,2024-11-29 16:30:54.168103,,"76.887147, 36.795882",MockSource,Pets,USD,https://placeholder.url
628,780,20.51821071361111,20.51821071361111,holiday,13.36,48.14,2024-11-29 17:15:54.181180,,"-41.257631, 106.219901",MockSource,Holiday,USD,https://placeholder.url
629,392,20.493210825791667,20.493210825791667,theater,32.31,60.6,2024-11-29 17:45:54.173103,,"-65.683801, -148.046887",MockSource,Theater,USD,https://placeholder.url
630,519,20.418210784125,20.418210784125,holiday,10.83,54.1,2024-11-29 19:15:54.176103,,"57.517555, 177.528605",MockSource,Holiday,USD,https://placeholder.url
631,950,20.280710672319447,20.280710672319447,pet,36.85,75.03,2024-11-29 22:00:54.184153,,"75.929571, 79.498672",MockSource,Pets,USD,https://placeholder.url
632,804,20.243210713611113,20.243210713611113,conference,320.49,67.59,2024-11-29 22:45:54.181180,,"6.797224, 102.415847",MockSource,Conferences,USD,https://placeholder.url
633,357,20.176000000000002,20.176000000000002,nightlife,72.63,20.65,2024-11-23 14:00:54.173103,,"-31.333779, -72.913157",MockSource,Nightlife,USD,https://placeholder.url
634,492,20.02841812317085,20.02841812317085,family,21.63,9.71,2024-12-04 12:30:54.175103,,"88.504505, -45.410428",MockSource,Family,USD,https://placeholder.url
635,613,20.008000000000003,20.008000000000003,music,116.14,8.99,2024-12-17 22:00:54.178154,,"-61.025859, -95.566454",MockSource,Music,USD,https://placeholder.url
636,430,19.97588851487847,19.97588851487847,festival,187.32,12.59,2024-12-03 12:00:54.174103,,"-53.511438, 70.515747",MockSource,Festivals,USD,https://placeholder.url
637,346,19.912000000000003,19.912000000000003,networking,97.03,30.72,2024-11-23 15:00:54.173103,,"-50.114946, 150.61562",MockSource,Networking,USD,https://placeholder.url
638,742,19.6,19.6,charity,17.51,6.4,2024-12-19 23:45:54.180165,,"-14.144088, 32.764751",MockSource,Charity,USD,https://placeholder.url
639,351,19.584000000000003,19.584000000000003,conference,438.2,18.35,2024-11-24 17:45:54.173103,,"-65.79163, -157.281473",MockSource,Conferences,USD,https://placeholder.url
640,452,19.584000000000003,19.584000000000003,conference,437.33,27.61,2024-11-24 17:45:54.175103,,"43.802003, 10.240499",MockSource,Conferences,USD,https://placeholder.url
641,658,19.572,19.572,conference,452.44,48.72,2024-11-22 21:15:54.178154,,"61.550704, 11.103204",MockSource,Conferences,USD,https://placeholder.url
642,769,19.569638409635417,19.569638409635417,festival,101.6,75.03,2024-12-03 18:30:54.180165,,"63.214756, -94.192123",MockSource,Festivals,USD,https://placeholder.url
643,34,19.493210895236114,19.493210895236114,workshop,24.42,57.03,2024-11-30 13:45:54.168103,,"74.158926, 30.588742",MockSource,Workshops,USD,https://placeholder.url
644,994,19.49321065866667,19.49321065866667,festival,64.57,13.75,2024-11-30 13:45:54.185136,,"-69.818498, 148.887268",MockSource,Festivals,USD,https://placeholder.url
645,775,19.430710713611113,19.430710713611113,workshop,38.35,65.25,2024-11-30 15:00:54.181180,,"-59.009934, 36.228921",MockSource,Workshops,USD,https://placeholder.url
646,126,19.392,19.392,nightlife,86.47,27.99,2024-11-22 22:30:54.169103,,"9.363475, -105.754226",MockSource,Nightlife,USD,https://placeholder.url
647,993,19.36821065866667,19.36821065866667,charity,43.52,48.68,2024-11-30 16:15:54.185136,,"-3.618848, -64.040786",MockSource,Charity,USD,https://placeholder.url
648,967,19.296000000000003,19.296000000000003,nightlife,77.58,55.45,2024-11-23 17:00:54.184153,,"69.225378, 158.846315",MockSource,Nightlife,USD,https://placeholder.url
649,491,19.288388497517364,19.288388497517364,conference,233.76,83.45,2024-12-03 23:00:54.175103,,"45.373735, -24.721261",MockSource,Conferences,USD,https://placeholder.url
650,347,19.2416,19.2416,conference,488.98,76.94,2024-11-23 19:15:54.173103,,"-10.573402, -29.249735",MockSource,Conferences,USD,https://placeholder.url
651,584,19.224000000000004,19.224000000000004,nightlife,87.17,27.19,2024-11-22 22:00:54.177139,,"16.455805, 23.994395",MockSource,Nightlife,USD,https://placeholder.url
652,629,19.21821075563889,19.21821075563889,holiday,18.08,22.86,2024-11-30 19:15:54.178154,,"65.548248, -81.100502",MockSource,Holiday,USD,https://placeholder.url
653,148,19.180710867458334,19.180710867458334,pet,8.65,17.62,2024-11-30 20:00:54.170103,,"69.382091, 112.553246",MockSource,Pets,USD,https://placeholder.url
654,293,19.14,19.14,festival,101.35,9.86,2025-01-14 09:00:54.172103,,"-57.865898, 77.669692",MockSource,Festivals,USD,https://placeholder.url
655,297,19.118210839680557,19.118210839680557,theater,38.48,30.17,2024-11-30 21:15:54.172103,,"77.320298, -60.221517",MockSource,Theater,USD,https://placeholder.url
656,506,19.080710784125003,19.080710784125003,workshop,46.67,20.88,2024-11-30 22:00:54.176103,,"43.981578, 46.672194",MockSource,Workshops,USD,https://placeholder.url
657,914,19.043210686333335,19.043210686333335,wellne,33.97,96.64,2024-11-30 22:45:54.183144,,"-9.692446, -137.804003",MockSource,Wellness,USD,https://placeholder.url
658,520,19.030710784125002,19.030710784125002,virtual,35.03,44.08,2024-11-30 23:00:54.176103,,"87.013367, -49.348967",MockSource,Virtual,USD,https://placeholder.url
659,756,19.015,19.015,networking,125.58,4.08,2024-12-19 16:00:54.180165,,"-42.738835, 76.08771",MockSource,Networking,USD,https://placeholder.url
660,513,18.96,18.96,networking,75.12,80.64,2024-11-22 21:15:54.176103,,"44.412328, -41.15737",MockSource,Networking,USD,https://placeholder.url
661,172,18.850174725890625,18.850174725890625,holiday,87.79,77.06,2024-12-02 20:30:54.170103,,"-76.254275, -130.723033",MockSource,Holiday,USD,https://placeholder.url
662,991,18.753644542021338,18.753644542021338,exhibition,58.16,6.03,2024-11-29 17:15:54.185136,,"-21.358001, 37.66387",MockSource,Exhibitions,USD,https://placeholder.url
663,849,18.568210700277778,18.568210700277778,film,35.33,48.91,2024-12-01 08:15:54.182140,,"55.146168, -59.489311",MockSource,Film,USD,https://placeholder.url
664,102,18.512,18.512,virtual,6.9,7.49,2024-12-08 17:30:54.169103,,"71.201668, -23.025094",MockSource,Virtual,USD,https://placeholder.url
665,943,18.419999999999998,18.419999999999998,festival,97.27,9.08,2024-12-13 21:15:54.184153,,"-17.964766, 81.52536",MockSource,Festivals,USD,https://placeholder.url
666,376,18.400000000000002,18.400000000000002,exhibition,82.18,35.63,2024-11-22 19:45:54.173103,,"23.932711, -111.680632",MockSource,Exhibitions,USD,https://placeholder.url
667,786,18.380000000000003,18.380000000000003,film,22.75,7.62,2024-12-16 11:00:54.181180,,"-44.137898, 0.264892",MockSource,Film,USD,https://placeholder.url
668,675,18.296000000000003,18.296000000000003,nightlife,98.53,53.21,2024-11-23 19:45:54.179186,,"-7.077912, 157.044033",MockSource,Nightlife,USD,https://placeholder.url
669,940,18.293210672319447,18.293210672319447,holiday,23.42,57.04,2024-12-01 13:45:54.184153,,"-57.096362, 13.632568",MockSource,Holiday,USD,https://placeholder.url
670,916,18.17901335791667,18.17901335791667,music,140.23,53.03,2024-12-04 16:45:54.183144,,"49.385477, 13.232574",MockSource,Music,USD,https://placeholder.url
671,539,18.118210784125,18.118210784125,virtual,43.5,55.47,2024-12-01 17:15:54.176103,,"13.138321, 159.59644",MockSource,Virtual,USD,https://placeholder.url
672,676,18.0,18.0,conference,409.03,97.55,2024-11-28 14:30:54.179186,,"-71.561045, 55.089918",MockSource,Conferences,USD,https://placeholder.url
673,570,17.993210769736113,17.993210769736113,theater,54.07,35.85,2024-12-01 19:45:54.177139,,"-44.126288, 90.517978",MockSource,Theater,USD,https://placeholder.url
674,286,17.84321083968056,17.84321083968056,film,11.3,15.12,2024-12-01 22:45:54.172103,,"-5.67839, -147.607927",MockSource,Film,USD,https://placeholder.url
675,568,17.82,17.82,wellne,41.17,8.18,2025-01-06 23:00:54.177139,,"-51.840805, 62.533222",MockSource,Wellness,USD,https://placeholder.url
676,926,17.818210686333334,17.818210686333334,pet,17.91,42.72,2024-12-01 23:15:54.183144,,"10.439915, 122.351225",MockSource,Pets,USD,https://placeholder.url
677,210,17.805710853569444,17.805710853569444,family,20.19,25.71,2024-12-01 23:30:54.171103,,"89.830604, 8.89469",MockSource,Family,USD,https://placeholder.url
678,497,17.793210798013888,17.793210798013888,festival,69.42,48.37,2024-12-01 23:45:54.175103,,"87.126974, -48.088491",MockSource,Festivals,USD,https://placeholder.url
679,409,17.668924663390623,17.668924663390623,theater,73.5,22.22,2024-12-03 17:30:54.174103,,"24.736991, -58.978763",MockSource,Theater,USD,https://placeholder.url
680,5,17.648,17.648,exhibition,6.0,43.9,2024-11-23 11:45:54.167103,,"-2.821191, -98.782853",MockSource,Exhibitions,USD,https://placeholder.url
682,872,17.512,17.512,exhibition,50.67,24.67,2024-11-23 12:30:54.182140,,"-75.974821, -11.052378",MockSource,Exhibitions,USD,https://placeholder.url
681,550,17.512,17.512,exhibition,39.02,20.34,2024-11-23 12:30:54.176103,,"60.683866, 74.183263",MockSource,Exhibitions,USD,https://placeholder.url
683,181,17.464,17.464,nightlife,15.45,39.84,2024-11-23 12:45:54.170103,,"-1.118528, -91.967542",MockSource,Nightlife,USD,https://placeholder.url
684,747,17.408,17.408,nightlife,63.33,68.31,2024-11-23 13:00:54.180165,,"-17.457172, 97.168672",MockSource,Nightlife,USD,https://placeholder.url
685,291,16.918210839680555,16.918210839680555,wellne,13.27,71.42,2024-12-02 17:15:54.172103,,"42.303707, 79.307636",MockSource,Wellness,USD,https://placeholder.url
686,984,16.91821065866667,16.91821065866667,workshop,29.76,68.43,2024-12-02 17:15:54.185136,,"-57.225819, -92.474286",MockSource,Workshops,USD,https://placeholder.url
687,624,16.85571075563889,16.85571075563889,outdoor,67.73,71.62,2024-12-02 18:30:54.178154,,"-16.335598, 76.207788",MockSource,Outdoors,USD,https://placeholder.url
688,303,16.819638549600697,16.819638549600697,music,137.41,61.99,2024-12-05 14:30:54.172103,,"-80.807186, -82.561015",MockSource,Music,USD,https://placeholder.url
689,709,16.78071074130556,16.78071074130556,workshop,36.36,71.17,2024-12-02 20:00:54.179186,,"-39.644063, -15.555569",MockSource,Workshops,USD,https://placeholder.url
690,458,16.693210798013887,16.693210798013887,family,28.41,78.22,2024-12-02 21:45:54.175103,,"-49.464167, 39.200045",MockSource,Family,USD,https://placeholder.url
691,825,16.65571070027778,16.65571070027778,music,61.96,66.21,2024-12-02 22:30:54.182140,,"-63.776164, -5.24457",MockSource,Music,USD,https://placeholder.url
692,119,16.632138601684026,16.632138601684026,festival,163.91,93.99,2024-12-05 17:30:54.169103,,"30.629255, -26.173944",MockSource,Festivals,USD,https://placeholder.url
693,441,16.616513514878477,16.616513514878477,festival,122.68,57.66,2024-12-05 17:45:54.174103,,"71.432915, -7.983",MockSource,Festivals,USD,https://placeholder.url
694,699,16.605710741305558,16.605710741305558,theater,66.74,49.87,2024-12-02 23:30:54.179186,,"83.250784, 141.814413",MockSource,Theater,USD,https://placeholder.url
695,358,16.568553017213265,16.568553017213265,nightlife,70.17,6.82,2024-11-30 13:00:54.173103,,"-16.059513, 65.09589",MockSource,Nightlife,USD,https://placeholder.url
696,396,16.538388532239587,16.538388532239587,music,142.46,20.16,2024-12-05 19:00:54.173103,,"-65.879218, 143.241465",MockSource,Music,USD,https://placeholder.url
697,407,16.432,16.432,exhibition,83.81,82.32,2024-11-22 15:00:54.174103,,"81.876747, -103.731883",MockSource,Exhibitions,USD,https://placeholder.url
698,839,16.382138375347225,16.382138375347225,festival,199.55,23.17,2024-12-05 21:30:54.182140,,"31.815373, -55.316713",MockSource,Festivals,USD,https://placeholder.url
699,489,16.35088849751736,16.35088849751736,conference,244.61,14.91,2024-12-05 22:00:54.175103,,"60.514, -23.909767",MockSource,Conferences,USD,https://placeholder.url
700,78,16.32,16.32,networking,81.99,39.46,2024-11-22 14:45:54.169103,,"-70.940103, 83.247844",MockSource,Networking,USD,https://placeholder.url
702,275,16.224,16.224,nightlife,28.03,91.33,2024-11-22 22:00:54.172103,,"20.387038, -89.058102",MockSource,Nightlife,USD,https://placeholder.url
701,627,16.224,16.224,exhibition,42.56,47.63,2024-11-22 22:00:54.178154,,"-2.90884, -76.482014",MockSource,Exhibitions,USD,https://placeholder.url
703,344,16.065799679015626,16.065799679015626,holiday,77.03,55.21,2024-12-04 22:00:54.173103,,"4.593915, -92.484638",MockSource,Holiday,USD,https://placeholder.url
704,837,16.048,16.048,networking,18.34,99.31,2024-11-22 21:30:54.182140,,"-27.400089, 119.19463",MockSource,Networking,USD,https://placeholder.url
705,809,16.0236120528125,16.0236120528125,holiday,70.85,36.07,2024-12-04 22:45:54.181180,,"64.151775, -18.701154",MockSource,Holiday,USD,https://placeholder.url
706,39,15.980710895236113,15.980710895236113,charity,38.35,12.25,2024-12-03 12:00:54.168103,,"57.911136, 136.005265",MockSource,Charity,USD,https://placeholder.url
707,322,15.968210839680557,15.968210839680557,holiday,55.56,52.71,2024-12-03 12:15:54.172103,,"28.525918, 74.073182",MockSource,Holiday,USD,https://placeholder.url
708,277,15.952000000000002,15.952000000000002,networking,12.34,65.21,2024-11-23 18:00:54.172103,,"-68.267622, -139.825038",MockSource,Networking,USD,https://placeholder.url
709,418,15.918210811902776,15.918210811902776,pet,7.77,48.96,2024-12-03 13:15:54.174103,,"63.020215, 115.72584",MockSource,Pets,USD,https://placeholder.url
710,879,15.91768856588625,15.91768856588625,nightlife,51.61,2.22,2024-12-06 17:45:54.183144,,"66.612942, -31.437033",MockSource,Nightlife,USD,https://placeholder.url
711,163,15.855710867458333,15.855710867458333,charity,19.24,67.2,2024-12-03 14:30:54.170103,,"-77.695055, 130.202786",MockSource,Charity,USD,https://placeholder.url
712,719,15.768210727708334,15.768210727708334,outdoor,23.82,97.92,2024-12-03 16:15:54.180165,,"-42.311429, 173.34597",MockSource,Outdoors,USD,https://placeholder.url
713,168,15.730710867458335,15.730710867458335,music,63.54,47.75,2024-12-03 17:00:54.170103,,"51.296125, -111.831032",MockSource,Music,USD,https://placeholder.url
714,299,15.718210839680559,15.718210839680559,music,22.4,99.81,2024-12-03 17:15:54.172103,,"70.665837, -146.746506",MockSource,Music,USD,https://placeholder.url
715,437,15.655710811902775,15.655710811902775,family,44.21,61.5,2024-12-03 18:30:54.174103,,"53.381845, -160.191485",MockSource,Family,USD,https://placeholder.url
716,609,15.65571075563889,15.65571075563889,film,11.97,52.85,2024-12-03 18:30:54.178154,,"53.65477, 91.431337",MockSource,Film,USD,https://placeholder.url
717,806,15.630710713611114,15.630710713611114,charity,36.12,79.06,2024-12-03 19:00:54.181180,,"42.458594, 102.278771",MockSource,Charity,USD,https://placeholder.url
718,255,15.618210853569446,15.618210853569446,wellne,46.03,61.86,2024-12-03 19:15:54.171103,,"81.778925, -52.417598",MockSource,Wellness,USD,https://placeholder.url
719,287,15.600888549600695,15.600888549600695,theater,137.28,74.96,2024-12-06 10:00:54.172103,,"-88.434546, 19.228896",MockSource,Theater,USD,https://placeholder.url
720,975,15.538658004239585,15.538658004239585,conference,399.78,26.66,2024-11-29 13:15:54.184153,,"-78.579004, 82.058605",MockSource,Conferences,USD,https://placeholder.url
721,440,15.505710811902778,15.505710811902778,virtual,30.82,63.3,2024-12-03 21:30:54.174103,,"74.620839, 88.342972",MockSource,Virtual,USD,https://placeholder.url
