Rank,Event ID,Raw Score,Final Score,Event Type,Price ($),Distance (km),Date/Time,description,location,source,type,currencyCode,url
518,537,2886.665,2886.665,Charity,39.48,17.72,2024-12-08 22:30:54.176103,,"-48.145782, -144.218892",MockSource,Charity,USD,https://placeholder.url
519,786,2882.785,2882.785,Film,22.75,7.62,2024-12-16 11:00:54.181180,,"-44.137898, 0.264892",MockSource,Film,USD,https://placeholder.url
520,434,2838.784,2838.784,Music,147.56,77.34,2024-11-23 21:15:54.174103,,"57.765185, 81.714877",MockSource,Music,USD,https://placeholder.url
521,904,2829.8720000000003,2829.8720000000003,Theater,147.34,35.21,2024-11-24 15:45:54.183144,,"-0.468817, 162.030932",MockSource,Theater,USD,https://placeholder.url
522,210,2787.825606076122,2787.825606076122,Family,20.19,25.71,2024-12-01 23:30:54.171103,,"89.830604, 8.89469",MockSource,Family,USD,https://placeholder.url
523,546,2767.632,2767.632,Conferences,137.49,85.7,2024-11-24 17:30:54.176103,,"4.203628, -33.771424",MockSource,Conferences,USD,https://placeholder.url
525,203,2750.0,2750.0,Workshops,17.8,4.5,2025-01-16 16:30:54.171103,,"4.824751, -80.21727",MockSource,Workshops,USD,https://placeholder.url
524,370,2750.0,2750.0,Nightlife,19.27,3.7,2024-12-22 14:00:54.173103,,"-42.03994, 88.38983",MockSource,Nightlife,USD,https://placeholder.url
526,756,2750.0,2750.0,Networking,125.58,4.08,2024-12-19 16:00:54.180165,,"-42.738835, 76.08771",MockSource,Networking,USD,https://placeholder.url
527,41,2719.665,2719.665,Outdoors,2.36,5.06,2024-12-18 11:15:54.168103,,"74.712473, -6.064181",MockSource,Outdoors,USD,https://placeholder.url
528,411,2718.712,2718.712,Workshops,17.08,80.95,2024-11-25 10:00:54.174103,,"21.401935, -3.569303",MockSource,Workshops,USD,https://placeholder.url
529,742,2706.905,2706.905,Charity,17.51,6.4,2024-12-19 23:45:54.180165,,"-14.144088, 32.764751",MockSource,Charity,USD,https://placeholder.url
536,826,2700.0,2700.0,Film,26.48,82.89,2024-11-28 08:00:54.182140,,"38.024737, 10.394186",MockSource,Film,USD,https://placeholder.url
539,248,2700.0,2700.0,Networking,30.57,68.2,2024-11-27 17:15:54.171103,,"-28.981319, -42.870783",MockSource,Networking,USD,https://placeholder.url
530,619,2700.0,2700.0,Science,30.82,53.56,2024-11-26 22:00:54.178154,,"-22.654989, 58.988923",MockSource,Science,USD,https://placeholder.url
533,331,2700.0,2700.0,Virtual,24.98,59.04,2024-11-27 22:00:54.172103,,"19.473429, 9.794406",MockSource,Virtual,USD,https://placeholder.url
531,267,2700.0,2700.0,Science,23.29,99.06,2024-11-26 19:15:54.171103,,"-69.153115, -60.180751",MockSource,Science,USD,https://placeholder.url
534,416,2700.0,2700.0,Workshops,23.45,65.31,2024-11-27 17:15:54.174103,,"40.352896, 38.53133",MockSource,Workshops,USD,https://placeholder.url
537,947,2700.0,2700.0,Exhibitions,24.98,78.67,2024-11-27 23:15:54.184153,,"-0.440239, 54.789624",MockSource,Exhibitions,USD,https://placeholder.url
532,75,2700.0,2700.0,Pets,29.59,84.45,2024-11-29 16:30:54.168103,,"76.887147, 36.795882",MockSource,Pets,USD,https://placeholder.url
538,165,2700.0,2700.0,Charity,24.0,51.89,2024-11-26 15:30:54.170103,,"81.54757, 105.546019",MockSource,Charity,USD,https://placeholder.url
535,219,2700.0,2700.0,Workshops,29.64,33.94,2024-11-27 23:00:54.171103,,"-47.462377, -178.95507",MockSource,Workshops,USD,https://placeholder.url
540,102,2696.525,2696.525,Virtual,6.9,7.49,2024-12-08 17:30:54.169103,,"71.201668, -23.025094",MockSource,Virtual,USD,https://placeholder.url
541,613,2682.24,2682.24,Music,116.14,8.99,2024-12-17 22:00:54.178154,,"-61.025859, -95.566454",MockSource,Music,USD,https://placeholder.url
542,921,2664.525,2664.525,Film,6.97,10.85,2024-12-27 16:15:54.183144,,"-20.38099, -126.911858",MockSource,Film,USD,https://placeholder.url
543,782,2659.4480000000003,2659.4480000000003,Theater,136.13,76.83,2024-11-23 16:30:54.181180,,"-81.008083, -94.384846",MockSource,Theater,USD,https://placeholder.url
544,737,2641.608,2641.608,Networking,12.51,50.76,2024-11-25 12:45:54.180165,,"-32.971228, -86.00209",MockSource,Networking,USD,https://placeholder.url
545,280,2626.8927999999996,2626.8927999999996,Sports,226.41,29.74,2024-11-22 22:45:54.172103,,"-67.321447, 58.450672",MockSource,Sports,USD,https://placeholder.url
546,307,2607.0560000000005,2607.0560000000005,Networking,132.35,57.51,2024-11-23 15:15:54.172103,,"-42.606157, 176.603413",MockSource,Networking,USD,https://placeholder.url
547,775,2602.2864335173613,2602.2864335173613,Workshops,38.35,65.25,2024-11-30 15:00:54.181180,,"-59.009934, 36.228921",MockSource,Workshops,USD,https://placeholder.url
548,452,2602.2863999999995,2602.2863999999995,Conferences,437.33,27.61,2024-11-24 17:45:54.175103,,"43.802003, 10.240499",MockSource,Conferences,USD,https://placeholder.url
549,993,2594.4739266493057,2594.4739266493057,Charity,43.52,48.68,2024-11-30 16:15:54.185136,,"-3.618848, -64.040786",MockSource,Charity,USD,https://placeholder.url
550,36,2585.032,2585.032,Networking,137.66,30.11,2024-11-24 22:00:54.168103,,"32.543176, -85.609251",MockSource,Networking,USD,https://placeholder.url
551,441,2569.1385241253474,2569.1385241253474,Festivals,122.68,57.66,2024-12-05 17:45:54.174103,,"71.432915, -7.983",MockSource,Festivals,USD,https://placeholder.url
552,875,2568.36,2568.36,Charity,5.68,54.36,2024-11-25 16:00:54.182140,,"-20.628653, 118.161683",MockSource,Charity,USD,https://placeholder.url
553,909,2566.3489301076393,2566.3489301076393,Science,34.74,94.12,2024-11-30 20:45:54.183144,,"44.738109, -78.392314",MockSource,Science,USD,https://placeholder.url
554,753,2564.464,2564.464,Theater,146.48,47.04,2024-11-23 14:15:54.180165,,"-52.790333, -65.39183",MockSource,Theater,USD,https://placeholder.url
555,297,2563.223949276042,2563.223949276042,Theater,38.48,30.17,2024-11-30 21:15:54.172103,,"77.320298, -60.221517",MockSource,Theater,USD,https://placeholder.url
556,51,2558.536456220487,2558.536456220487,Science,47.26,66.79,2024-11-30 22:00:54.168103,,"32.185194, -177.298928",MockSource,Science,USD,https://placeholder.url
557,389,2555.4114475399306,2555.4114475399306,Gaming,42.17,40.6,2024-11-30 22:30:54.173103,,"78.288893, -86.561559",MockSource,Gaming,USD,https://placeholder.url
558,914,2553.8489301076393,2553.8489301076393,Wellness,33.97,96.64,2024-11-30 22:45:54.183144,,"-9.692446, -137.804003",MockSource,Wellness,USD,https://placeholder.url
559,920,2552.976,2552.976,Theater,135.39,73.55,2024-11-24 22:45:54.183144,,"82.227634, 104.407372",MockSource,Theater,USD,https://placeholder.url
560,520,2552.2864423315978,2552.2864423315978,Virtual,35.03,44.08,2024-11-30 23:00:54.176103,,"87.013367, -49.348967",MockSource,Virtual,USD,https://placeholder.url
561,398,2544.417994852563,2544.417994852563,Festivals,176.66,24.76,2024-12-02 16:00:54.174103,,"48.125976, -41.566194",MockSource,Festivals,USD,https://placeholder.url
562,329,2519.9999999999995,2519.9999999999995,Festivals,184.78,45.87,2024-11-29 11:00:54.172103,,"-32.165434, 87.66291",MockSource,Festivals,USD,https://placeholder.url
563,241,2510.138316538469,2510.138316538469,Conferences,342.69,3.76,2024-12-02 21:00:54.171103,,"-56.739067, 19.31309",MockSource,Conferences,USD,https://placeholder.url
564,849,2494.4739318506945,2494.4739318506945,Film,35.33,48.91,2024-12-01 08:15:54.182140,,"55.146168, -59.489311",MockSource,Film,USD,https://placeholder.url
565,615,2482.16,2482.16,Charity,12.01,72.23,2024-11-25 21:30:54.178154,,"-15.667639, -64.978428",MockSource,Charity,USD,https://placeholder.url
566,252,2449.161451012153,2449.161451012153,Exhibitions,51.97,52.59,2024-12-01 15:30:54.171103,,"62.571437, -148.929381",MockSource,Exhibitions,USD,https://placeholder.url
567,539,2438.2239423315973,2438.2239423315973,Virtual,43.5,55.47,2024-12-01 17:15:54.176103,,"13.138321, 159.59644",MockSource,Virtual,USD,https://placeholder.url
568,570,2422.598940532986,2422.598940532986,Theater,54.07,35.85,2024-12-01 19:45:54.177139,,"-44.126288, 90.517978",MockSource,Theater,USD,https://placeholder.url
579,32,2400.0,2400.0,Theater,105.85,59.47,2024-11-28 22:00:54.168103,,"78.18093, 131.327924",MockSource,Theater,USD,https://placeholder.url
581,780,2400.0,2400.0,Holiday,13.36,48.14,2024-11-29 17:15:54.181180,,"-41.257631, 106.219901",MockSource,Holiday,USD,https://placeholder.url
577,774,2400.0,2400.0,Festivals,57.43,75.33,2024-12-09 15:15:54.181180,,"-32.04987, 172.584552",MockSource,Festivals,USD,https://placeholder.url
592,77,2400.0,2400.0,Virtual,21.68,37.07,2024-11-29 09:45:54.169103,,"-76.662666, -30.197288",MockSource,Virtual,USD,https://placeholder.url
578,188,2400.0,2400.0,Community,14.45,82.52,2024-11-26 19:45:54.170103,,"0.608068, -143.458011",MockSource,Community,USD,https://placeholder.url
591,13,2400.0,2400.0,Community,17.8,41.09,2024-11-28 14:00:54.168103,,"-67.585822, -85.716197",MockSource,Community,USD,https://placeholder.url
583,785,2400.0,2400.0,Festivals,91.53,94.25,2024-12-15 16:45:54.181180,,"63.367674, -157.943568",MockSource,Festivals,USD,https://placeholder.url
582,205,2400.0,2400.0,Virtual,7.37,70.51,2024-11-28 16:00:54.171103,,"57.104709, -105.183982",MockSource,Virtual,USD,https://placeholder.url
572,854,2400.0,2400.0,Festivals,61.38,97.17,2024-12-12 18:45:54.182140,,"72.970652, -162.181952",MockSource,Festivals,USD,https://placeholder.url
570,744,2400.0,2400.0,Festivals,84.32,61.52,2024-12-21 15:15:54.180165,,"87.670525, -91.261313",MockSource,Festivals,USD,https://placeholder.url
593,702,2400.0,2400.0,Charity,2.35,45.58,2024-11-28 19:15:54.179186,,"-17.368315, 150.33818",MockSource,Charity,USD,https://placeholder.url
588,366,2400.0,2400.0,Pets,3.4,92.84,2024-11-28 09:00:54.173103,,"21.142585, 78.230117",MockSource,Pets,USD,https://placeholder.url
585,789,2400.0,2400.0,Sports,102.84,47.97,2024-11-29 14:15:54.181180,,"70.774733, 96.979276",MockSource,Sports,USD,https://placeholder.url
576,519,2400.0,2400.0,Holiday,10.83,54.1,2024-11-29 19:15:54.176103,,"57.517555, 177.528605",MockSource,Holiday,USD,https://placeholder.url
587,197,2400.0,2400.0,Community,15.3,91.94,2024-11-28 19:45:54.170103,,"-81.7264, -136.51929",MockSource,Community,USD,https://placeholder.url
590,493,2400.0,2400.0,Virtual,5.74,32.93,2024-11-27 17:30:54.175103,,"29.010029, 22.277465",MockSource,Virtual,USD,https://placeholder.url
573,402,2400.0,2400.0,Music,103.81,72.41,2024-11-26 16:15:54.174103,,"13.08106, 135.324101",MockSource,Music,USD,https://placeholder.url
575,516,2400.0,2400.0,Community,16.99,64.46,2024-11-26 16:00:54.176103,,"28.191775, -136.225645",MockSource,Community,USD,https://placeholder.url
574,55,2400.0,2400.0,Film,19.74,48.28,2024-11-28 18:45:54.168103,,"39.037343, -102.794787",MockSource,Film,USD,https://placeholder.url
569,404,2400.0,2400.0,Family,13.49,47.72,2024-11-28 21:00:54.174103,,"2.243007, -91.538073",MockSource,Family,USD,https://placeholder.url
589,673,2400.0,2400.0,Networking,16.89,90.18,2024-11-29 18:30:54.179186,,"-41.814968, 110.057502",MockSource,Networking,USD,https://placeholder.url
584,254,2400.0,2400.0,Workshops,11.68,71.74,2024-11-29 11:00:54.171103,,"-49.623034, 94.890053",MockSource,Workshops,USD,https://placeholder.url
571,100,2400.0,2400.0,Theater,105.62,53.56,2024-11-28 13:00:54.169103,,"-36.842443, -84.068194",MockSource,Theater,USD,https://placeholder.url
586,236,2400.0,2400.0,Pets,11.85,88.92,2024-11-28 23:30:54.171103,,"-77.404805, -112.841354",MockSource,Pets,USD,https://placeholder.url
580,900,2400.0,2400.0,Workshops,19.46,50.6,2024-11-29 16:15:54.183144,,"-4.30068, -157.734227",MockSource,Workshops,USD,https://placeholder.url
594,34,2349.0890605984378,2349.0890605984378,Workshops,24.42,57.03,2024-11-30 13:45:54.168103,,"74.158926, 30.588742",MockSource,Workshops,USD,https://placeholder.url
595,572,2333.6202964796876,2333.6202964796876,Nightlife,25.63,89.17,2024-11-30 16:30:54.177139,,"-1.867888, 22.802298",MockSource,Nightlife,USD,https://placeholder.url
596,26,2310.0989562204863,2310.0989562204863,Exhibitions,65.45,31.74,2024-12-02 13:45:54.168103,,"-72.466031, 24.113167",MockSource,Exhibitions,USD,https://placeholder.url
597,195,2285.098952748264,2285.098952748264,Gaming,44.45,94.05,2024-12-02 17:45:54.170103,,"83.93186, 98.817536",MockSource,Gaming,USD,https://placeholder.url
598,624,2280.4114387708337,2280.4114387708337,Outdoors,67.73,71.62,2024-12-02 18:30:54.178154,,"-16.335598, 76.207788",MockSource,Outdoors,USD,https://placeholder.url
599,426,2276.668,2276.668,Wellness,39.43,18.7,2024-12-17 22:30:54.174103,,"-85.046209, -145.774868",MockSource,Wellness,USD,https://placeholder.url
600,251,2275.62,2275.62,Theater,137.31,12.31,2024-12-08 12:45:54.171103,,"-64.93607, -100.278008",MockSource,Theater,USD,https://placeholder.url
601,522,2273.387204286865,2273.387204286865,Networking,28.85,21.79,2024-12-06 17:45:54.176103,,"5.130395, -54.18799",MockSource,Networking,USD,https://placeholder.url
602,709,2271.036436979167,2271.036436979167,Workshops,36.36,71.17,2024-12-02 20:00:54.179186,,"-39.644063, -15.555569",MockSource,Workshops,USD,https://placeholder.url
603,172,2267.9114527482643,2267.9114527482643,Holiday,87.79,77.06,2024-12-02 20:30:54.170103,,"-76.254275, -130.723033",MockSource,Holiday,USD,https://placeholder.url
604,512,2255.4114423315978,2255.4114423315978,Nightlife,68.56,80.69,2024-12-02 22:30:54.176103,,"-22.454054, 175.513165",MockSource,Nightlife,USD,https://placeholder.url
605,825,2255.411431850695,2255.411431850695,Music,61.96,66.21,2024-12-02 22:30:54.182140,,"-63.776164, -5.24457",MockSource,Music,USD,https://placeholder.url
606,575,2249.797217629899,2249.797217629899,Gaming,27.88,28.3,2024-12-05 12:30:54.177139,,"66.16191, 33.583709",MockSource,Gaming,USD,https://placeholder.url
607,699,2249.161436979167,2249.161436979167,Theater,66.74,49.87,2024-12-02 23:30:54.179186,,"83.250784, 141.814413",MockSource,Theater,USD,https://placeholder.url
608,180,2224.0,2224.0,Music,50.31,20.28,2024-12-12 13:15:54.170103,,"-55.236456, -138.404345",MockSource,Music,USD,https://placeholder.url
609,940,2214.0890355203123,2214.0890355203123,Holiday,23.42,57.04,2024-12-01 13:45:54.184153,,"-57.096362, 13.632568",MockSource,Holiday,USD,https://placeholder.url
610,553,2207.0,2207.0,Networking,64.67,20.79,2024-12-14 20:30:54.176103,,"-22.152236, 55.349026",MockSource,Networking,USD,https://placeholder.url
611,552,2189.332,2189.332,Science,40.04,21.32,2024-12-12 14:00:54.176103,,"44.340956, 47.58514",MockSource,Science,USD,https://placeholder.url
612,721,2179.332,2179.332,Holiday,94.5,21.62,2024-12-21 21:45:54.180165,,"-32.235365, 73.476556",MockSource,Holiday,USD,https://placeholder.url
613,414,2172.668,2172.668,Wellness,52.91,21.82,2024-12-16 11:15:54.174103,,"61.598357, -164.097498",MockSource,Wellness,USD,https://placeholder.url
614,322,2169.473949276042,2169.473949276042,Holiday,55.56,52.71,2024-12-03 12:15:54.172103,,"28.525918, 74.073182",MockSource,Holiday,USD,https://placeholder.url
615,595,2163.464046479688,2163.464046479688,Science,25.69,55.35,2024-12-01 22:45:54.177139,,"55.724685, 73.244535",MockSource,Science,USD,https://placeholder.url
616,870,2149.332,2149.332,Music,46.72,22.52,2024-12-20 19:00:54.182140,,"-83.889723, 126.481695",MockSource,Music,USD,https://placeholder.url
617,168,2139.786452748264,2139.786452748264,Music,63.54,47.75,2024-12-03 17:00:54.170103,,"51.296125, -111.831032",MockSource,Music,USD,https://placeholder.url
618,510,2139.7864423315973,2139.7864423315973,Networking,46.17,94.68,2024-12-03 17:00:54.176103,,"47.97252, -82.942964",MockSource,Networking,USD,https://placeholder.url
619,928,2136.661430107639,2136.661430107639,Exhibitions,35.56,30.39,2024-12-03 17:30:54.183144,,"-39.882282, 175.784506",MockSource,Exhibitions,USD,https://placeholder.url
620,313,2130.668,2130.668,Film,39.81,23.08,2024-12-31 19:00:54.172103,,"24.183262, 160.626871",MockSource,Film,USD,https://placeholder.url
621,437,2130.41144580382,2130.41144580382,Family,44.21,61.5,2024-12-03 18:30:54.174103,,"53.381845, -160.191485",MockSource,Family,USD,https://placeholder.url
622,806,2127.2864335173613,2127.2864335173613,Charity,36.12,79.06,2024-12-03 19:00:54.181180,,"42.458594, 102.278771",MockSource,Charity,USD,https://placeholder.url
623,255,2125.723951012153,2125.723951012153,Wellness,46.03,61.86,2024-12-03 19:15:54.171103,,"81.778925, -52.417598",MockSource,Wellness,USD,https://placeholder.url
624,132,2123.0,2123.0,Holiday,33.71,23.31,2024-12-17 22:00:54.169103,,"-27.422586, -109.860091",MockSource,Holiday,USD,https://placeholder.url
625,888,2122.332,2122.332,Music,22.69,18.83,2024-12-16 23:30:54.183144,,"-64.281362, -148.009936",MockSource,Music,USD,https://placeholder.url
626,97,2117.0,2117.0,Charity,48.44,23.49,2024-12-11 11:30:54.169103,,"-87.564555, 154.514201",MockSource,Charity,USD,https://placeholder.url
627,169,2113.332,2113.332,Gaming,30.3,19.1,2024-12-09 14:00:54.170103,,"-78.528141, 157.897189",MockSource,Gaming,USD,https://placeholder.url
628,766,2107.668,2107.668,Charity,43.12,23.77,2024-12-15 23:15:54.180165,,"30.536312, 8.0968",MockSource,Charity,USD,https://placeholder.url
629,472,2105.579155254167,2105.579155254167,Gaming,12.73,99.28,2024-11-30 10:15:54.175103,,"-41.196717, -41.146157",MockSource,Gaming,USD,https://placeholder.url
630,44,2103.8489562204863,2103.8489562204863,Music,50.81,93.3,2024-12-03 22:45:54.168103,,"-55.990989, 173.767416",MockSource,Music,USD,https://placeholder.url
631,649,2100.0,2100.0,Festivals,104.04,88.46,2024-12-16 11:45:54.178154,,"33.854601, -33.951664",MockSource,Festivals,USD,https://placeholder.url
632,202,2100.0,2100.0,Festivals,118.7,72.29,2024-12-21 17:45:54.171103,,"2.858839, 60.224786",MockSource,Festivals,USD,https://placeholder.url
633,157,2087.668,2087.668,Science,69.71,24.37,2024-12-23 15:00:54.170103,,"63.995454, 81.627333",MockSource,Science,USD,https://placeholder.url
634,428,2075.7576,2075.7576,Conferences,377.36,37.97,2024-11-22 23:30:54.174103,,"57.988033, 99.911335",MockSource,Conferences,USD,https://placeholder.url
635,9,2074.329166365278,2074.329166365278,Music,105.34,41.96,2024-11-30 16:30:54.167103,,"-35.375464, 106.151802",MockSource,Music,USD,https://placeholder.url
636,488,2068.7576,2068.7576,Sports,170.99,85.91,2024-11-22 23:15:54.175103,,"-14.294265, 32.723282",MockSource,Sports,USD,https://placeholder.url
637,48,2068.668,2068.668,Exhibitions,85.0,24.94,2024-12-23 18:30:54.168103,,"36.930044, -85.537972",MockSource,Exhibitions,USD,https://placeholder.url
638,952,2064.1767999999997,2064.1767999999997,Sports,199.84,26.0,2024-11-25 21:30:54.184153,,"-38.833185, 10.194065",MockSource,Sports,USD,https://placeholder.url
639,984,2059.4015339843754,2059.4015339843754,Workshops,29.76,68.43,2024-12-02 17:15:54.185136,,"-57.225819, -92.474286",MockSource,Workshops,USD,https://placeholder.url
640,23,2059.0,2059.0,Networking,40.75,25.23,2024-12-17 12:30:54.168103,,"-4.045401, 43.165346",MockSource,Networking,USD,https://placeholder.url
641,315,2054.7576,2054.7576,Conferences,392.7,35.59,2024-11-22 22:45:54.172103,,"-55.151264, 4.345032",MockSource,Conferences,USD,https://placeholder.url
642,839,2052.4524929711183,2052.4524929711183,Festivals,199.55,23.17,2024-12-05 21:30:54.182140,,"31.815373, -55.316713",MockSource,Festivals,USD,https://placeholder.url
643,990,2049.3291413194447,2049.3291413194447,Networking,120.0,35.33,2024-11-30 21:30:54.185136,,"83.25501, -164.587482",MockSource,Networking,USD,https://placeholder.url
644,302,2046.8783999999998,2046.8783999999998,Conferences,337.79,66.87,2024-11-24 12:30:54.172103,,"74.578046, 179.528819",MockSource,Conferences,USD,https://placeholder.url
645,40,2043.0791649763892,2043.0791649763892,Gaming,15.51,50.94,2024-11-30 22:45:54.168103,,"-16.823036, -136.434903",MockSource,Gaming,USD,https://placeholder.url
646,836,2039.3291454805558,2039.3291454805558,Community,4.43,40.54,2024-11-30 23:30:54.182140,,"-24.233374, -76.90743",MockSource,Community,USD,https://placeholder.url
647,458,2034.0890496609375,2034.0890496609375,Family,28.41,78.22,2024-12-02 21:45:54.175103,,"-49.464167, 39.200045",MockSource,Family,USD,https://placeholder.url
648,650,2032.6680000000001,2032.6680000000001,Outdoors,89.55,26.02,2024-12-16 21:15:54.178154,,"87.63104, -68.177128",MockSource,Outdoors,USD,https://placeholder.url
649,95,2021.036454484375,2021.036454484375,Science,34.41,75.19,2024-12-04 12:00:54.169103,,"-76.469628, -97.279987",MockSource,Science,USD,https://placeholder.url
650,658,2012.7576,2012.7576,Conferences,452.44,48.72,2024-11-22 21:15:54.178154,,"61.550704, 11.103204",MockSource,Conferences,USD,https://placeholder.url
651,139,2009.2351999999998,2009.2351999999998,Conferences,320.34,45.07,2024-11-23 22:15:54.170103,,"26.225039, 62.351154",MockSource,Conferences,USD,https://placeholder.url
652,821,2008.5364335173613,2008.5364335173613,Nightlife,60.69,93.84,2024-12-04 14:00:54.181180,,"82.352364, 151.796807",MockSource,Nightlife,USD,https://placeholder.url
653,379,2007.7674066931472,2007.7674066931472,Sports,199.39,17.83,2024-12-04 12:30:54.173103,,"53.579847, 87.907215",MockSource,Sports,USD,https://placeholder.url
654,199,1999.8080000000002,1999.8080000000002,Networking,147.02,79.66,2024-11-25 14:30:54.170103,,"-84.5041, 81.079208",MockSource,Networking,USD,https://placeholder.url
655,605,1998.4271999999996,1998.4271999999996,Conferences,174.15,35.4,2024-11-23 21:45:54.177139,,"-7.108782, -147.287924",MockSource,Conferences,USD,https://placeholder.url
656,792,1993.0,1993.0,Exhibitions,62.63,27.21,2024-12-10 22:15:54.181180,,"72.929601, 91.829002",MockSource,Exhibitions,USD,https://placeholder.url
657,644,1992.9114387708335,1992.9114387708335,Science,44.22,60.8,2024-12-04 16:30:54.178154,,"-0.857406, -80.281089",MockSource,Science,USD,https://placeholder.url
658,99,1986.661454484375,1986.661454484375,Family,42.13,88.96,2024-12-04 17:30:54.169103,,"-67.031224, 3.400745",MockSource,Family,USD,https://placeholder.url
659,133,1985.0989544843749,1985.0989544843749,Theater,34.81,56.35,2024-12-04 17:45:54.169103,,"-59.185696, 108.529152",MockSource,Theater,USD,https://placeholder.url
660,396,1983.214891063338,1983.214891063338,Music,142.46,20.16,2024-12-05 19:00:54.173103,,"-65.879218, 143.241465",MockSource,Music,USD,https://placeholder.url
661,465,1981.9352,1981.9352,Sports,157.81,26.53,2024-11-28 17:30:54.175103,,"-24.44987, 48.643462",MockSource,Sports,USD,https://placeholder.url
662,87,1981.6680000000001,1981.6680000000001,Networking,10.52,18.55,2025-01-09 19:00:54.169103,,"85.249741, 63.596019",MockSource,Networking,USD,https://placeholder.url
663,781,1978.8489335173615,1978.8489335173615,Family,69.11,83.18,2024-12-04 18:45:54.181180,,"-59.825241, 31.30433",MockSource,Family,USD,https://placeholder.url
664,975,1975.8647999999998,1975.8647999999998,Conferences,399.78,26.66,2024-11-29 13:15:54.184153,,"-78.579004, 82.058605",MockSource,Conferences,USD,https://placeholder.url
665,585,1963.7576,1963.7576,Sports,161.69,94.89,2024-11-22 19:30:54.177139,,"-82.17991, 27.486205",MockSource,Sports,USD,https://placeholder.url
666,582,1962.0,1962.0,Sports,127.57,19.14,2024-12-14 18:15:54.177139,,"27.24256, -60.304444",MockSource,Sports,USD,https://placeholder.url
667,344,1958.5364475399308,1958.5364475399308,Holiday,77.03,55.21,2024-12-04 22:00:54.173103,,"4.593915, -92.484638",MockSource,Holiday,USD,https://placeholder.url
668,490,1955.4114440677085,1955.4114440677085,Exhibitions,97.63,98.77,2024-12-04 22:30:54.175103,,"-76.929758, -101.798352",MockSource,Exhibitions,USD,https://placeholder.url
669,809,1953.848933517361,1953.848933517361,Holiday,70.85,36.07,2024-12-04 22:45:54.181180,,"64.151775, -18.701154",MockSource,Holiday,USD,https://placeholder.url
670,28,1952.2864562204863,1952.2864562204863,Outdoors,31.54,51.51,2024-12-04 23:00:54.168103,,"-22.009812, -21.109273",MockSource,Outdoors,USD,https://placeholder.url
671,969,1947.5989283559024,1947.5989283559024,Gaming,40.4,89.84,2024-12-04 23:45:54.184153,,"-31.994815, 114.168934",MockSource,Gaming,USD,https://placeholder.url
672,115,1946.4647999999997,1946.4647999999997,Conferences,163.07,27.29,2024-11-26 12:45:54.169103,,"-44.561885, 139.878528",MockSource,Conferences,USD,https://placeholder.url
673,209,1944.3291608097222,1944.3291608097222,Networking,103.75,75.94,2024-12-01 18:30:54.171103,,"2.095933, -82.743994",MockSource,Networking,USD,https://placeholder.url
674,347,1937.8239999999998,1937.8239999999998,Conferences,488.98,76.94,2024-11-23 19:15:54.173103,,"-10.573402, -29.249735",MockSource,Conferences,USD,https://placeholder.url
675,500,1934.3291552541666,1934.3291552541666,Exhibitions,8.98,75.56,2024-12-01 20:30:54.175103,,"21.103477, 165.274613",MockSource,Exhibitions,USD,https://placeholder.url
676,759,1931.2383999999997,1931.2383999999997,Conferences,206.87,53.75,2024-11-23 19:00:54.180165,,"-44.562651, 13.894541",MockSource,Conferences,USD,https://placeholder.url
677,719,1930.0265417515627,1930.0265417515627,Outdoors,23.82,97.92,2024-12-03 16:15:54.180165,,"-42.311429, 173.34597",MockSource,Outdoors,USD,https://placeholder.url
678,299,1924.4015543484375,1924.4015543484375,Music,22.4,99.81,2024-12-03 17:15:54.172103,,"70.665837, -146.746506",MockSource,Music,USD,https://placeholder.url
679,395,1924.332,1924.332,Film,12.87,20.27,2024-12-10 22:30:54.173103,,"-60.824723, 160.542776",MockSource,Film,USD,https://placeholder.url
680,926,1920.579144086111,1920.579144086111,Pets,17.91,42.72,2024-12-01 23:15:54.183144,,"10.439915, 122.351225",MockSource,Pets,USD,https://placeholder.url
681,16,1918.776560598438,1918.776560598438,Science,25.88,57.01,2024-12-03 18:15:54.168103,,"-13.391107, 118.149345",MockSource,Science,USD,https://placeholder.url
682,863,1911.0279999999998,1911.0279999999998,Conferences,415.71,83.97,2024-11-23 18:15:54.182140,,"23.686055, -141.92288",MockSource,Conferences,USD,https://placeholder.url
683,355,1907.6706159335415,1907.6706159335415,Festivals,153.21,91.05,2024-12-02 20:00:54.173103,,"-77.520404, 84.124435",MockSource,Festivals,USD,https://placeholder.url
684,793,1903.6416,1903.6416,Sports,155.36,90.72,2024-11-24 18:45:54.181180,,"-66.481739, 92.636132",MockSource,Sports,USD,https://placeholder.url
685,440,1900.4953012234378,1900.4953012234378,Virtual,30.82,63.3,2024-12-03 21:30:54.174103,,"74.620839, 88.342972",MockSource,Virtual,USD,https://placeholder.url
686,489,1899.684872312277,1899.684872312277,Conferences,244.61,14.91,2024-12-05 22:00:54.175103,,"60.514, -23.909767",MockSource,Conferences,USD,https://placeholder.url
687,38,1899.0890605984378,1899.0890605984378,Holiday,30.34,53.18,2024-12-03 21:45:54.168103,,"73.332387, -119.841478",MockSource,Holiday,USD,https://placeholder.url
688,343,1876.304,1876.304,Theater,149.34,92.28,2024-11-25 22:00:54.173103,,"43.882462, -29.247367",MockSource,Theater,USD,https://placeholder.url
